No,Title,Author,Journal,Vol,No,Pages,Published_Year
1981,微小な毛細血管血圧変化が組織液量と組織内タンパク質量に及ぼす影響の解析: シミュレーションによる解析,"池淵 昌幸, 姫野 友紀子, 野間 昭典, 天野 晃",生体医工学,54Annual,28PM-Abstract,S393,2016
1982,外耳道を検出部位とした容積振動型血圧法の検討,"岡崎 大輔, 坂下 凪浩, 野川 雅道, 内藤 尚, 山越 憲一, 田中 志信",生体医工学,54Annual,28PM-Abstract,S392,2016
1983,非定常生体信号解析のためのトレンド除去スケーリング解析の高速アルゴリズム,"辻本 裕, 鈴木 康之, 野村 泰伸, 渡邉 英一, 早野 順一郎, 山本 義春, 清野 健",生体医工学,54Annual,28PM-Abstract,S391,2016
1984,アトラクタを用いた新たなノイズ検出アルゴリズムの開発,"井芹 史明, 山内 剛",生体医工学,54Annual,28PM-Abstract,S390,2016
1985,fNIRSを使った言語学習時の前頭前皮質の活動計測,"ユディセ ロベルト, 朝野 美穂, 吉田 正樹",生体医工学,54Annual,26AM-Abstract,S39,2016
1986,呼吸性不整脈の位相カップリングを用いた自律神経評価用androidアプリケーションの開発,"新関 久一, 鵜川 成美, 齊藤 直",生体医工学,54Annual,28PM-Abstract,S389,2016
1987,心拍出量計測による無侵襲簡易体力評価に関する基礎的検討,"市村 祥, 宮地 駿, 中嶋 泰之, 野川 雅道, 内藤 尚, 山越 憲一, 染矢 富士子, 田中 志信",生体医工学,54Annual,28PM-Abstract,S388,2016
1988,超音波による頸動脈計測自動化のためのロボットシステムの開発,"竹下 和慶, 萱沼 大, 早渕 貞士, 仁木 清美, 菅原 基晃, 中楯 龍, 石井 裕之, 高西 淳夫",生体医工学,54Annual,28PM-Abstract,S387,2016
1989,フレキシブルな多点血流モニタリングデバイスの実現に向けた信号読み出しシステムの開発,"鈴木 俊貴, 山本 啓太, 榎本 慎太郎, キム ドンミン, 染谷 隆夫, 関野 正樹",生体医工学,54Annual,28PM-Abstract,S386,2016
1990,ホルタ心電計を用いたAf患者における睡眠時無呼吸状態の推定,"田中 明, 井芹 史明, 吉岡 枝里子, 山内 剛",生体医工学,54Annual,28PM-Abstract,S385,2016
1991,アロキサン誘発高血糖キンギョモデルにおける骨代謝および糖化ウロココラーゲンの架橋解析,"北村 敬一郎, 安藤 忠, 大貝 和裕, 杉谷 加代, 鈴木 信雄",生体医工学,54Annual,28PM-Abstract,S384,2016
1992,生理活性物質の拡散効果を活用する三次元細胞培養システム,"須見 隆弘, 宮田 昌悟",生体医工学,54Annual,28PM-Abstract,S383,2016
1993,片脚立位時の第1趾と第5趾の使い方について,"久利 彩子, 竹内 直子, 吉田 正樹",生体医工学,54Annual,28PM-Abstract,S382,2016
1994,ラット下肢骨における海綿骨の生体力学的寄与,"川村 勇樹, 西本 将也, 山本 衛",生体医工学,54Annual,28PM-Abstract,S381,2016
1995,小指外転筋の随意収縮における筋音図のシステム同定,"加藤 崇弘, 内山 孝憲",生体医工学,54Annual,28PM-Abstract,S380,2016
1996,左右音源弁別時の音源方向の違いによるP300の特徴の検討,"神野 将梧, 船瀬 新王, 内匠 逸",生体医工学,54Annual,26AM-Abstract,S38,2016
1997,歩行中の前脛骨筋の弾性に及ぼす履物の影響,"鈴木 健太, 内山 孝憲",生体医工学,54Annual,28PM-Abstract,S379,2016
1998,歩行時における足部MP関節可動域計測装置の開発,"三田 隆広, 山下 和彦, 小山 裕徳, 川澄 正史",生体医工学,54Annual,28PM-Abstract,S378,2016
1999,電気探査法を用いた疑似人体内導電率マッピング,"織田 隆彰, 宇戸 禎仁",生体医工学,54Annual,28PM-Abstract,S377,2016
2000,耳管通気診断システムの通気音解析区間決定の自動化,"青柳 孝大, 阪田 治, 鈴木 裕, 今村 俊一, 遠藤 周一郎, 水越 昭仁",生体医工学,54Annual,28PM-Abstract,S376,2016
2001,カチオン性ナノ粒子ＰＡＭＡＭデンドリマーの物性および生体影響,"黒河 佳香, ウィンシュイ ティンティン, 曾 洋, 木村 寛之, 小山 陽介, 松井 康人, 平野 靖史郎, 曽根 秀子",生体医工学,54Annual,28PM-Abstract,S375,2016
2002,Neurovascular Unitの構築を目指した神経・血管新生モデルの検討,"上森 寛元, 樋口 拓哉, 須藤 亮",生体医工学,54Annual,28PM-Abstract,S374,2016
2003,iPS細胞由来の興奮 - 抑制神経ネットワークにおける活動パターン,"飯田 尚子, 榛葉 健太, 小谷 潔, 神保 泰彦",生体医工学,54Annual,28PM-Abstract,S373,2016
2004,アカゲザル体性感覚野における高密度柔軟電極を用いたSEP計測,"海住 太郎, 土居 慶市, 横田 将志, 渡邉 慶, 井上 雅仁, 安藤 博士, 高橋 和貴, 吉田 史章, 平田 雅之, 鈴木 隆文",生体医工学,54Annual,28PM-Abstract,S372,2016
2005,自然色のヒト脳情報処理機構に関するfMRI研究,"呉 瓊, 李 春林, 高橋 成子, 孫 宏贊, 郭 啓勇, 大谷 芳夫, 江島 義道, 呉 景龍",生体医工学,54Annual,28PM-Abstract,S371,2016
2006,多義的旋律の聴取の状態遷移時間分布の行動学的計測とモデル化-続報,"油原 良亮, 根本 幾",生体医工学,54Annual,28PM-Abstract,S370,2016
2007,疲労課題時のα波帯域の含有率の上昇について,"野田 拓司, 船瀬 新王, 内匠 逸",生体医工学,54Annual,26AM-Abstract,S37,2016
2008,ラット脳深部計測におけるチタン電極の MRI 造影特性に関する検討,"須藤 菜美, 深山 理, 禹 泰城, 井上 雄介, 磯山 隆, 関野 正樹, 阿部 裕輔, 満渕 邦彦",生体医工学,54Annual,28PM-Abstract,S369,2016
2009,左右耳に入力された言語音の聴覚情報処理,"高橋 悠太, 中世古 悠介, 田中 慶太, 栗城 眞也, 原島 恒夫, 小渕 千絵",生体医工学,54Annual,28PM-Abstract,S368,2016
2010,視覚的情動が複数の感覚モダリティーに及ぼす影響,"小林 実樹哉, 田中 慶太, 栗城 眞也",生体医工学,54Annual,28PM-Abstract,S367,2016
2011,マカクザルのfNIRSにおける至適な入射-検出プローブ間距離の検討,"川口 拓之, 松田 圭司, 肥後 範行, 山田 亨",生体医工学,54Annual,28PM-Abstract,S366,2016
2012,照射超音波の条件に対する細胞－微小気泡凝集体の制御能の検証,"追立 理喜, 澤口 冬威, 望月 剛, 桝田 晃司",生体医工学,54Annual,28PM-Abstract,S365,2016
2013,低酸素環境に対する心臓血管系の適応,"鹿島 光信, 濱島 早紀, 柴田 政廣",生体医工学,54Annual,28PM-Abstract,S364,2016
2014,多点同時LDVによるin-vivo血流イメージングに影響を及ぼす皮膚の存在とその有効性,"荘司 成煕, 秋口 俊輔, 経田 僚昭, 百生 登, 保前 友高, 安東 嗣修, 八賀 正司",生体医工学,54Annual,28PM-Abstract,S363,2016
2015,血液接触面に使用可能なハイブリッド材料の開発,"井上 雄介, 田代 彩夏, 阿部 裕輔, 磯山 隆, 斎藤 逸郎, 白石 泰之, 三浦 英和, 山田 昭博, 山家 智之",生体医工学,54Annual,28PM-Abstract,S362,2016
2016,電界曝露に伴うヒトの血液性状変化に関する基礎的検討III―in vitro曝露に伴う凝集性変化の検出―,"印牧 美紀, 清水 久恵, 北間 正崇, 山下 政司, 三浦 寛子, 清水 孝一",生体医工学,54Annual,28PM-Abstract,S361,2016
2017,せん断流れにおける血栓形成の可視化とその輸送方程式を用いた数値シミュレーション,"玉川 雅章, イ インミン, 平山 千春, シ ウエウウエイ",生体医工学,54Annual,28PM-Abstract,S360,2016
2018,Direction-Cue提示後に発生するα周波数帯の急激なパワーの変動について,"高橋 駿介, 高木 駿介, 船瀬 新王, 内匠 逸",生体医工学,54Annual,26AM-Abstract,S36,2016
2019,せん断応力による血液凝固反応抑制の定量評価と反応メカニズム,"丸山 修, 川上 滉貴, 迫田 大輔, 小阪 亮, 西田 正浩, 山根 隆志",生体医工学,54Annual,28PM-Abstract,S359,2016
2020,心拍Life log用データフォーマット標準化について,"永井 秀直, 相原 光希, 八名 和夫",生体医工学,54Annual,28PM-Abstract,S358,2016
2021,重み付きスプライン平滑化による24時間RRI時系列に基づく睡眠期間の推定,"相原 光希, 永井 秀直, 衣川 慶紀, 八名 和夫",生体医工学,54Annual,28PM-Abstract,S357,2016
2022,Depthカメラを用いた睡眠時呼吸状態におけるモニタリング評価に対する基礎的研究,"松裏 豊, 大野 ゆう子, 丁 憙勇, 山田 憲嗣",生体医工学,54Annual,28PM-Abstract,S356,2016
2023,熱中症予防のための深部体温上昇判別システムの開発―心拍数，呼吸数，体表面温度による判別可能性の検討―,"渡井 康之, 松井 岳巳",生体医工学,54Annual,28PM-Abstract,S355,2016
2024,非接触レーダーを用いた心拍数変動指標・体動・呼吸間隔ゆらぎ指標による睡眠段階推定,"鈴村 和季, 香川 正幸, 松井 岳巳",生体医工学,54Annual,28PM-Abstract,S354,2016
2025,スマートフォンを用いたリアルタイム居眠り検出アプリケーションの開発,"中村 誠輔, 高野 博史, 中村 清実",生体医工学,54Annual,28PM-Abstract,S353,2016
2026,睡眠指標による睡眠の質可視化のための統計解析,"後野 光覚, 加藤 隆史, 松澤 重行, 谷池 雅子, 岡田 志麻",生体医工学,54Annual,28PM-Abstract,S352,2016
2027,睡眠深度推定のための生体情報処理に関する研究,"濱田 遼平, 坂田 誠一郎, 岡田 志麻",生体医工学,54Annual,28PM-Abstract,S351,2016
2028,Kinectセンサによる睡眠時無呼吸症候群のスクリーニングシステムの開発研究-脈波抽出に関する基礎的検討-,"五十嵐 朗, 今西 祥",生体医工学,54Annual,28PM-Abstract,S350,2016
2029,圧縮音源と非圧縮音源が脳波に与える影響,"緒方 宏俊, 曲谷 一成",生体医工学,54Annual,26AM-Abstract,S35,2016
2030,内視鏡下手術支援ワイヤ駆動式フレキシブルマニピュレータのモジュール化に関する研究,"河合 俊和, 大倉 優介, 白波瀬 義稀, 西川 敦, 西澤 祐吏, 中村 達雄",生体医工学,54Annual,28PM-Abstract,S349,2016
2031,肝スフェロイド内部の微細構造を制御する技術の開発,小島 伸彦,生体医工学,54Annual,28PM-Abstract,S348,2016
2032,非線形粘弾性モデルを用いた生体食道の生体力学的特性解析,"平 恭紀, 白石 泰之, 三浦 英和, 井上 雄介, 佐々木 一益, 山田 昭博, 坪子 侑佑, 鈴木 拓志, 萩尾 勇樹, 武良 盛太郎, 池田 純平, 本間 大, 山家 智之",生体医工学,54Annual,28PM-Abstract,S347,2016
2033,消化管出血部位自動検出のための診断支援システムの研究,"長倉 俊明, 薫森 亮輝, 安武 拓忠, 横山 萌恵, 石井 豊恵, 木戸 倫子, 野上 真子, 山田 憲嗣, 大野 ゆう子, 吉田 成人",生体医工学,54Annual,28PM-Abstract,S346,2016
2034,内視鏡画像の距離による色情報変化に関する研究,"安武 拓忠, 大川内 涼太, 横山 萌恵, 石井 豊恵, 木戸 倫子, 山田 憲嗣, 大野 ゆう子, 長倉 俊明",生体医工学,54Annual,28PM-Abstract,S345,2016
2035,術中での無染色神経イメージングを目指したコヒーレントアンチストークスラマン散乱硬性鏡の開発,"廣瀬 敬吾, 青木 拓也, 福島 修一郎, 坂口 良幸, 古川 太一, 橋本 守",生体医工学,54Annual,28PM-Abstract,S344,2016
2036,腹腔鏡下肝手術のための術中超音波ナビゲーションシステムの開発,"小野木 真哉, 池田 哲夫, 荒田 純平, 小栗 晋, 中楯 龍, 赤星 朋比古, 光石 衛, 橋爪 誠",生体医工学,54Annual,28PM-Abstract,S343,2016
2037,Tape methodを用いたナビゲーション手術精度向上のための工夫,"安田 淳吾, 恩田 真二, 鈴木 文武, 藤岡 秀一, 岡本 友好, 矢永 勝彦, 鈴木 直樹, 服部 麻木",生体医工学,54Annual,28PM-Abstract,S342,2016
2038,変化の著しい小児の成長を可視化するための手法の開発,"服部 麻木, 鈴木 直樹, 中田 亮輔, 小幡 聡, 神保 教広, 宗崎 良太, 赤星 朋比古, 田口 智章, 家入 里志, 橋爪 誠",生体医工学,54Annual,28PM-Abstract,S341,2016
2039,聴覚情報を視覚情報に変換するシステムに関する研究,"河野 章太郎, 八木 透",生体医工学,54Annual,28PM-Abstract,S340,2016
2040,腕位置変化がPATおよびPTT計測に与える影響について,"前田 祐佳, 関根 正樹, 田村 俊世, 水谷 孝一",生体医工学,54Annual,26AM-Abstract,S34,2016
2041,顕著性マップと視線計測を用いた快・不快情動推定,"寺井 敬祐, 高野 博史, 中村 清実",生体医工学,54Annual,28PM-Abstract,S339,2016
2042,時間的制約下における焦り感及び苛立ち感と視線特性の関係解析,"木下 愛佳子, 高野 博史, 中村 清実",生体医工学,54Annual,28PM-Abstract,S338,2016
2043,光線力学療法の創傷治癒効果についての検討,"寺原 航, 小島 涼, 仲谷 将隆, 鬼木 玲奈, 長井 健一郎, 吉田 健一, 江南 慧, 堀内 俊克, 萩沢 康介, 岩屋 啓一, 四ノ宮 成祥, 守本 祐司",生体医工学,54Annual,28PM-Abstract,S337,2016
2044,リニア振動アクチュエータを用いた触覚提示システムの開発,"鈴木 隆史, 曲谷 一成",生体医工学,54Annual,28PM-Abstract,S336,2016
2045,酸化チタンを用いた臭気除去の定量的計測研究,"山口 瞭, 木下 亮平, 横山 萌恵, 石井 豊恵, 木戸 倫子, 山田 憲嗣, 大野 ゆう子, 長倉 俊明",生体医工学,54Annual,28PM-Abstract,S335,2016
2046,可視光カメラを用いた瞳孔径計測法,"森田 悠生, 高野 博史, 中村 清実",生体医工学,54Annual,28PM-Abstract,S334,2016
2047,認知症予防のための音楽療法の基礎的検討～電子楽器を用いた合奏システムの構築～,"赤澤 堅造, 奥野 竜平, 一ノ瀬 智子, 竹原 直美, 松本 佳久子, 益子 務",生体医工学,54Annual,28PM-Abstract,S333,2016
2048,介護スタッフ・高齢者の思いを記録するコト・データベースの開発,"三輪 洋靖, 渡辺 健太郎, 西村 拓一",生体医工学,54Annual,28PM-Abstract,S332,2016
2049,ビルドアップ構成による小型脳波計の開発,"大神 光明, 関 達也, 比留間 良太, 土屋 秀和, 浅川 毅",生体医工学,54Annual,28PM-Abstract,S331,2016
2050,運動能力の低下の転倒のリスクに関する検討,"高柳 佳世子, 奥山 惠理子, 山田 暁, 志村 孚城",生体医工学,54Annual,28PM-Abstract,S330,2016
2051,常時健康モニタリングへ向けたカフレス血圧推定システムの開発,"跡見 健吾, 河中 治樹, 小栗 宏次",生体医工学,54Annual,26AM-Abstract,S33,2016
2052,くらしを支えるロボット技術の開発,安藤 健,生体医工学,54Annual,28PM-Abstract,S329,2016
2053,内皮細胞における膜脂質相転移を介したメカノセンシング,"山本 希美子, 神谷 暸, 安藤 譲二",生体医工学,54Annual,28PM-Abstract,S328,2016
2054,血管新生におけるメカノトランスダクション機構の役割,"福原 茂朋, 弓削 進弥, 國田 樹, 若山 勇紀, 中嶋 洋行, 西山 功一, 望月 直樹",生体医工学,54Annual,28PM-Abstract,S327,2016
